year,country,region,happiness_rank,happiness_score,standard_error_of_happiness_score,lower_confidence_interval,upper_confidence_interval,dystopia_residual,explained_by_freedom_to_make_life_choices,explained_by_gdp_per_capita,explained_by_generosity,explained_by_healthy_life_expectancy,explained_by_perceptions_of_corruption,explained_by_social_support,freedom_to_make_life_choices,generosity,healthy_life_expectancy,perceptions_of_corruption,social_support,logged_gdp_per_capita,ladder_score_in_dystopia
2015,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,NA,NA,1.41723,0.46866,0.46534,0.20165,0.15185,0.17922,0.77115,NA,NA,NA,NA,NA,NA,NA
2015,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,NA,NA,1.46494,0.39493,0.25812,0.21747,0.27125,0.12832,0.85188,NA,NA,NA,NA,NA,NA,NA
2015,Afghanistan,South Asia,153,3.575,0.03084,NA,NA,1.9521,0.23414,0.31982,0.3651,0.30335,0.09719,0.30285,NA,NA,NA,NA,NA,NA,NA
2015,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,NA,NA,0.67042,0.59201,0.22208,0.22628,0.42864,0.55191,0.7737,NA,NA,NA,NA,NA,NA,NA
2015,Benin,Sub-Saharan Africa,155,3.34,0.03656,NA,NA,1.63328,0.4845,0.28665,0.1826,0.3191,0.0801,0.35386,NA,NA,NA,NA,NA,NA,NA
2015,Syria,Middle East and North Africa,156,3.006,0.05015,NA,NA,0.32858,0.15684,0.6632,0.47179,0.72193,0.18906,0.47489,NA,NA,NA,NA,NA,NA,NA
2015,Burundi,Sub-Saharan Africa,157,2.905,0.08658,NA,NA,1.83302,0.1185,0.0153,0.19727,0.22396,0.10062,0.41587,NA,NA,NA,NA,NA,NA,NA
2015,Togo,Sub-Saharan Africa,158,2.839,0.06727,NA,NA,1.56726,0.36453,0.20868,0.16681000000000001,0.28443,0.10731,0.13995,NA,NA,NA,NA,NA,NA,NA
2016,Denmark,West Europe,1,7.526,NA,7.46,7.592,2.73939,0.57941,1.44178,0.36171,0.79504,0.44453,1.16374,NA,NA,NA,NA,NA,NA,NA
2016,Switzerland,West Europe,2,7.509,NA,7.428,7.59,2.69463,0.58557,1.52733,0.28083,0.86303,0.41203,1.14524,NA,NA,NA,NA,NA,NA,NA
2016,Iceland,West Europe,3,7.501,NA,7.333,7.669,2.83137,0.56624,1.42666,0.47678,0.86733,0.14975,1.18326,NA,NA,NA,NA,NA,NA,NA
2016,Norway,West Europe,4,7.498,NA,7.421,7.575,2.66465,0.59609,1.57744,0.37895,0.79579,0.35776,1.1269,NA,NA,NA,NA,NA,NA,NA
2016,Finland,West Europe,5,7.413,NA,7.351,7.475,2.82596,0.57104,1.40598,0.25492,0.81091,0.41004,1.13464,NA,NA,NA,NA,NA,NA,NA
2016,Canada,North America,6,7.404,NA,7.335,7.473,2.70485,0.5737,1.44015,0.44834,0.8276,0.31329,1.0961,NA,NA,NA,NA,NA,NA,NA
2016,Netherlands,West Europe,7,7.339,NA,7.284,7.394,2.70749,0.55211,1.46468,0.47416,0.81231,0.29927,1.02912,NA,NA,NA,NA,NA,NA,NA
2016,New Zealand,Australia and New Zealand,8,7.334,NA,7.264,7.404,2.47553,0.58147,1.36066,0.49401,0.83096,0.41904,1.17278,NA,NA,NA,NA,NA,NA,NA
2016,Australia,Australia and New Zealand,9,7.313,NA,7.241,7.385,2.5465,0.56837,1.44443,0.47407,0.8512,0.32331,1.10476,NA,NA,NA,NA,NA,NA,NA
2016,Sweden,West Europe,10,7.291,NA,7.227,7.355,2.54734,0.58218,1.45181,0.38254,0.83121,0.40867,1.08764,NA,NA,NA,NA,NA,NA,NA
2016,Israel,Middle East and North Africa,11,7.267,NA,7.199,7.335,3.31029,0.36432,1.33766,0.32288,0.84917,0.08728,0.99537,NA,NA,NA,NA,NA,NA,NA
2016,Austria,West Europe,12,7.119,NA,7.045,7.193,2.69343,0.54355,1.45038,0.32865,0.80565,0.21348,1.08383,NA,NA,NA,NA,NA,NA,NA
2016,United States,North America,13,7.104,NA,7.02,7.188,2.72782,0.48163,1.50796,0.41077,0.779,0.14868,1.04782,NA,NA,NA,NA,NA,NA,NA
2016,Costa Rica,Latin America and Caribbean,14,7.087,NA,6.999,7.175,3.35168,0.55225,1.06879,0.22553,0.76146,0.10547,1.02152,NA,NA,NA,NA,NA,NA,NA
2016,Puerto Rico,Latin America and Caribbean,15,7.039,NA,6.794,7.284,3.0076,0.46823,1.35943,0.22202,0.77758,0.12275,1.08113,NA,NA,NA,NA,NA,NA,NA
2016,Germany,West Europe,16,6.994,NA,6.93,7.058,2.50931,0.53466,1.44787,0.30452,0.81487,0.28551,1.09774,NA,NA,NA,NA,NA,NA,NA
2016,Brazil,Latin America and Caribbean,17,6.952,NA,6.875,7.029,3.50733,0.40425,1.08754,0.15776,0.61415,0.14166,1.03938,NA,NA,NA,NA,NA,NA,NA
2016,Belgium,West Europe,18,6.929,NA,6.861,6.997,2.61355,0.51354,1.42539,0.2424,0.81959,0.26248,1.05249,NA,NA,NA,NA,NA,NA,NA
2016,Ireland,West Europe,19,6.907,NA,6.836,6.978,2.15988,0.54008,1.48341,0.44963,0.81455,0.29754,1.16157,NA,NA,NA,NA,NA,NA,NA
2016,Luxembourg,West Europe,20,6.871,NA,6.804,6.938,2.11055,0.5487,1.69752,0.27571,0.84542,0.35329,1.03999,NA,NA,NA,NA,NA,NA,NA
2016,Mexico,Latin America and Caribbean,21,6.778,NA,6.68,6.876,3.55906,0.37709,1.11508,0.11735,0.71143,0.18355,0.7146,NA,NA,NA,NA,NA,NA,NA
2016,Singapore,Southeast Asia,22,6.739,NA,6.674,6.804,1.99375,0.4877,1.64555,0.32706,0.94719,0.46987,0.86758,NA,NA,NA,NA,NA,NA,NA
2016,United Kingdom,West Europe,23,6.725,NA,6.647,6.803,2.14999,0.50036,1.40283,0.50156,0.80991,0.27399,1.08672,NA,NA,NA,NA,NA,NA,NA
2016,Chile,Latin America and Caribbean,24,6.705,NA,6.615,6.795,2.95505,0.37789,1.2167,0.31595,0.81883,0.11451,0.90587,NA,NA,NA,NA,NA,NA,NA
2016,Panama,Latin America and Caribbean,25,6.701,NA,6.601,6.801,3.00559,0.48927,1.18306,0.2418,0.70835,0.08423,0.98912,NA,NA,NA,NA,NA,NA,NA
2016,Argentina,Latin America and Caribbean,26,6.65,NA,6.56,6.74,3.12985,0.42284,1.15137,0.10989,0.69711,0.07296,1.06612,NA,NA,NA,NA,NA,NA,NA
2016,Czech Republic,Central and East Europe,27,6.596,NA,6.515,6.677,2.96211,0.41418,1.30915,0.09929,0.76376,0.03986,1.00793,NA,NA,NA,NA,NA,NA,NA
2016,United Arab Emirates,Middle East and North Africa,28,6.573,NA,6.494,6.652,2.21507,0.56215,1.57352,0.26591,0.72993,0.35561,0.87114,NA,NA,NA,NA,NA,NA,NA
2016,Uruguay,Latin America and Caribbean,29,6.545,NA,6.456,6.634,2.67139,0.54388,1.18157,0.18056,0.72183,0.21394,1.03143,NA,NA,NA,NA,NA,NA,NA
2016,Malta,West Europe,30,6.488,NA,6.409,6.567,1.99032,0.54994,1.30782,0.56237,0.80315,0.17554,1.09879,NA,NA,NA,NA,NA,NA,NA
2016,Colombia,Latin America and Caribbean,31,6.481,NA,6.384,6.578,3.17471,0.44735,1.03032,0.15626,0.59659,0.05399,1.02169,NA,NA,NA,NA,NA,NA,NA
2016,France,West Europe,32,6.478,NA,6.397,6.559,2.4744,0.46562,1.39488,0.1216,0.83795,0.17808,1.00508,NA,NA,NA,NA,NA,NA,NA
2016,Thailand,Southeast Asia,33,6.474,NA,6.396,6.552,2.5796,0.49553,1.0893,0.58696,0.64915,0.02833,1.04477,NA,NA,NA,NA,NA,NA,NA
2016,Saudi Arabia,Middle East and North Africa,34,6.379,NA,6.287,6.471,2.61482,0.37904,1.48953,0.15457,0.59267,0.30008,0.84829,NA,NA,NA,NA,NA,NA,NA
2016,Taiwan,East Asia,34,6.379,NA,6.305,6.453,2.61523,0.32377,1.39729,0.25495,0.79565,0.0663,0.92624,NA,NA,NA,NA,NA,NA,NA
2016,Qatar,Middle East and North Africa,36,6.375,NA,6.178,6.572,1.58224,0.56679,1.82427,0.32388,0.71723,0.48049,0.87964,NA,NA,NA,NA,NA,NA,NA
2016,Spain,West Europe,37,6.361,NA,6.288,6.434,2.39663,0.37545,1.34253,0.17665,0.87896,0.06137,1.12945,NA,NA,NA,NA,NA,NA,NA
2016,Algeria,Middle East and North Africa,38,6.355,NA,6.227,6.483,3.40904,0.21006,1.05266,0.07044,0.61804,0.16157,0.83309,NA,NA,NA,NA,NA,NA,NA
2016,Guatemala,Latin America and Caribbean,39,6.324,NA,6.213,6.435,3.19863,0.50379,0.83454,0.28808,0.54039,0.08701,0.87119,NA,NA,NA,NA,NA,NA,NA
2016,Suriname,Latin America and Caribbean,40,6.269,NA,6.073,6.465,3.06852,0.52234,1.09686,0.16665,0.50933,0.12692,0.77866,NA,NA,NA,NA,NA,NA,NA
2016,Kuwait,Middle East and North Africa,41,6.239,NA,6.154,6.324,2.28085,0.43166,1.61714,0.15965,0.63569,0.23669,0.87758,NA,NA,NA,NA,NA,NA,NA
2016,Bahrain,Middle East and North Africa,42,6.218,NA,6.128,6.308,2.27405,0.47375,1.44024,0.17147,0.65696,0.25772,0.94397,NA,NA,NA,NA,NA,NA,NA
2016,Trinidad and Tobago,Latin America and Caribbean,43,6.168,NA,5.95,6.386,2.51394,0.48453,1.32572,0.31935,0.52608,0.01241,0.98569,NA,NA,NA,NA,NA,NA,NA
2016,Venezuela,Latin America and Caribbean,44,6.084,NA,5.973,6.195,2.97468,0.19847,1.13367,0.0425,0.61904,0.08304,1.03302,NA,NA,NA,NA,NA,NA,NA
2016,Slovakia,Central and East Europe,45,6.078,NA,5.996,6.16,2.61065,0.23391,1.27973,0.13837,0.70367,0.02947,1.08268,NA,NA,NA,NA,NA,NA,NA
2016,El Salvador,Latin America and Caribbean,46,6.068,NA,5.967,6.169,3.22134,0.37269,0.8737,0.08877,0.596,0.10613,0.80975,NA,NA,NA,NA,NA,NA,NA
2016,Malaysia,Southeast Asia,47,6.005,NA,5.921,6.089,2.35384,0.39031,1.25142,0.41474,0.62366,0.09081,0.88025,NA,NA,NA,NA,NA,NA,NA
2016,Nicaragua,Latin America and Caribbean,48,5.992,NA,5.877,6.107,2.82428,0.46582,0.69384,0.29773,0.65213,0.16292,0.89521,NA,NA,NA,NA,NA,NA,NA
2016,Uzbekistan,Central and East Europe,49,5.987,NA,5.896,6.078,2.34638,0.60848,0.73591,0.34326,0.50163,0.28333,1.1681,NA,NA,NA,NA,NA,NA,NA
2016,Italy,West Europe,50,5.977,NA,5.898,6.056,2.34918,0.18827,1.35495,0.16684,0.85102,0.02556,1.04167,NA,NA,NA,NA,NA,NA,NA
2016,Ecuador,Latin America and Caribbean,51,5.976,NA,5.88,6.072,2.77366,0.4027,0.97306,0.10074,0.68613,0.18037,0.85974,NA,NA,NA,NA,NA,NA,NA
2016,Belize,Latin America and Caribbean,52,5.956,NA,5.71,6.202,3.08039,0.51231,0.87616,0.23684,0.45569,0.10771,0.68655,NA,NA,NA,NA,NA,NA,NA
2016,Japan,East Asia,53,5.921,NA,5.85,5.992,1.80584,0.46761,1.38007,0.10224,0.91491,0.18985,1.06054,NA,NA,NA,NA,NA,NA,NA
2016,Kazakhstan,Central and East Europe,54,5.919,NA,5.837,6.001,2.49325,0.4052,1.22943,0.15011,0.57386,0.11132,0.95544,NA,NA,NA,NA,NA,NA,NA
2016,Moldova,Central and East Europe,55,5.897,NA,5.823,5.971,3.38007,0.25202,0.69177,0.19997,0.52309,0.01903,0.83132,NA,NA,NA,NA,NA,NA,NA
2016,Russia,Central and East Europe,56,5.856,NA,5.789,5.923,2.59115,0.32682,1.23228,0.02736,0.58991,0.03586,1.05261,NA,NA,NA,NA,NA,NA,NA
2016,Poland,Central and East Europe,57,5.835,NA,5.749,5.921,2.20035,0.4519,1.24585,0.14443,0.69058,0.055,1.04685,NA,NA,NA,NA,NA,NA,NA
2016,South Korea,East Asia,57,5.835,NA,5.747,5.923,2.35015,0.25168,1.35948,0.18824,0.88645,0.07716,0.72194,NA,NA,NA,NA,NA,NA,NA
2016,Bolivia,Latin America and Caribbean,59,5.822,NA,5.74,5.904,2.91635,0.50961,0.79422,0.21698,0.4697,0.07746,0.83779,NA,NA,NA,NA,NA,NA,NA
2016,Lithuania,Central and East Europe,60,5.813,NA,5.734,5.892,2.60525,0.18929,1.2692,0.02025,0.64674,0.0182,1.06411,NA,NA,NA,NA,NA,NA,NA
2016,Belarus,Central and East Europe,61,5.802,NA,5.723,5.881,2.38582,0.29091,1.13062,0.13942,0.63104,0.17457,1.04993,NA,NA,NA,NA,NA,NA,NA
2016,North Cyprus,West Europe,62,5.771,NA,5.67,5.872,1.93447,0.43596,1.31141,0.26322,0.84142,0.16578,0.81826,NA,NA,NA,NA,NA,NA,NA
2016,Slovenia,Central and East Europe,63,5.768,NA,5.683,5.853,1.79522,0.53164,1.29947,0.25738,0.79151,0.03635,1.05613,NA,NA,NA,NA,NA,NA,NA
2016,Peru,Latin America and Caribbean,64,5.743,NA,5.647,5.839,2.73117,0.37502,0.99602,0.14527,0.62994000000000006,0.05292,0.81255,NA,NA,NA,NA,NA,NA,NA
2016,Turkmenistan,Central and East Europe,65,5.658,NA,5.58,5.736,2.21489,0.37408,1.08017,0.22567,0.44006,0.28467,1.03817,NA,NA,NA,NA,NA,NA,NA
2016,Mauritius,Sub-Saharan Africa,66,5.648,NA,5.507,5.789,2.20223,0.46145,1.14372,0.36951,0.66189,0.05203,0.75695,NA,NA,NA,NA,NA,NA,NA
2016,Libya,Middle East and North Africa,67,5.615,NA,5.406,5.824,2.39374,0.40672,1.06688,0.17087,0.52304,0.10339,0.95076,NA,NA,NA,NA,NA,NA,NA
2016,Latvia,Central and East Europe,68,5.56,NA,5.486,5.634,2.20859,0.27996,1.21788,0.17445,0.63952,0.0889,0.95025,NA,NA,NA,NA,NA,NA,NA
2016,Cyprus,West Europe,69,5.546,NA,5.442,5.65,2.04497,0.29507,1.31857,0.27906,0.8488,0.05228,0.70697,NA,NA,NA,NA,NA,NA,NA
2016,Paraguay,Latin America and Caribbean,70,5.538,NA,5.453,5.623,2.16091,0.46235,0.89373,0.25296,0.58295,0.07396,1.11111,NA,NA,NA,NA,NA,NA,NA
2016,Romania,Central and East Europe,71,5.528,NA,5.427,5.629,2.45184,0.36712,1.1697,0.12889,0.67602,0.00679,0.72803,NA,NA,NA,NA,NA,NA,NA
2016,Estonia,Central and East Europe,72,5.517,NA,5.437,5.597,1.81985,0.41511,1.2796400000000001,0.08423,0.68098,0.18519,1.05163,NA,NA,NA,NA,NA,NA,NA
2016,Jamaica,Latin America and Caribbean,73,5.51,NA,5.315,5.705,2.35682,0.43597,0.89333,0.22245,0.59469,0.04294,0.96372,NA,NA,NA,NA,NA,NA,NA
2016,Croatia,Central and East Europe,74,5.488,NA,5.402,5.574,2.52462,0.23907,1.18649,0.18434,0.70524,0.04002,0.60809,NA,NA,NA,NA,NA,NA,NA
2016,Hong Kong,East Asia,75,5.458,NA,5.362,5.554,0.92614,0.48079,1.5107,0.40097,0.95277,0.31647,0.87021,NA,NA,NA,NA,NA,NA,NA
2016,Somalia,Sub-Saharan Africa,76,5.44,NA,5.321,5.559,3.83772,0.56778,0,0.27225,0.11466,0.3118,0.33613,NA,NA,NA,NA,NA,NA,NA
2016,Kosovo,Central and East Europe,77,5.401,NA,5.308,5.494,2.80998,0.14396,0.90145,0.27992,0.54,0.06547,0.66062,NA,NA,NA,NA,NA,NA,NA
2016,Turkey,Middle East and North Africa,78,5.389,NA,5.295,5.483,2.29074,0.23889,1.16492,0.04707,0.64718,0.12348,0.87717,NA,NA,NA,NA,NA,NA,NA
2016,Indonesia,Southeast Asia,79,5.314,NA,5.237,5.391,2.03171,0.39237,0.95104,0.56521,0.49374,0.00322,0.87625,NA,NA,NA,NA,NA,NA,NA
2016,Jordan,Middle East and North Africa,80,5.303,NA,5.187,5.419,2.20142,0.36023,0.99673,0.14262,0.60712,0.13297,0.86216,NA,NA,NA,NA,NA,NA,NA
2016,Azerbaijan,Central and East Europe,81,5.291,NA,5.226,5.356,2.2735,0.35327,1.12373,0.0564,0.54504,0.17914,0.76042,NA,NA,NA,NA,NA,NA,NA
2016,Philippines,Southeast Asia,82,5.279,NA,5.16,5.398,2.23484,0.54854,0.81217,0.21674,0.47036,0.11757,0.87877,NA,NA,NA,NA,NA,NA,NA
2016,China,East Asia,83,5.245,NA,5.199,5.291,2.17087,0.44012,1.0278,0.04959,0.73561,0.02745,0.79381,NA,NA,NA,NA,NA,NA,NA
2016,Bhutan,South Asia,84,5.196,NA,5.138,5.254,1.82916,0.46074,0.8527,0.48546,0.49759,0.1616,0.90836,NA,NA,NA,NA,NA,NA,NA
2016,Kyrgyzstan,Central and East Europe,85,5.185,NA,5.103,5.267,2.28136,0.40212,0.56044,0.38432,0.55449,0.04762,0.95434,NA,NA,NA,NA,NA,NA,NA
2016,Serbia,Central and East Europe,86,5.177,NA,5.083,5.271,2.27539,0.15718,1.03437,0.20737,0.6458,0.04339,0.81329,NA,NA,NA,NA,NA,NA,NA
2016,Bosnia and Herzegovina,Central and East Europe,87,5.163,NA,5.063,5.263,2.48406,0.09511,0.93383,0.29889,0.70766,0,0.64367,NA,NA,NA,NA,NA,NA,NA
2016,Montenegro,Central and East Europe,88,5.161,NA,5.055,5.267,2.25531,0.15111,1.07838,0.17191,0.63533,0.12721,0.74173,NA,NA,NA,NA,NA,NA,NA
2016,Dominican Republic,Latin America and Caribbean,89,5.155,NA,5.037,5.273,1.69626,0.52259,1.02787,0.21286,0.57669,0.12372,0.99496,NA,NA,NA,NA,NA,NA,NA
2016,Morocco,Middle East and North Africa,90,5.151,NA,5.058,5.244,2.94891,0.25646,0.84058,0.04053,0.59471,0.08404,0.38595,NA,NA,NA,NA,NA,NA,NA
2016,Hungary,Central and East Europe,91,5.145,NA,5.056,5.234,1.95473,0.1977,1.24142,0.099,0.67608,0.04472,0.93164,NA,NA,NA,NA,NA,NA,NA
2016,Pakistan,South Asia,92,5.132,NA,5.038,5.226,3.18286,0.14622,0.68816,0.31185,0.40306,0.1388,0.26135,NA,NA,NA,NA,NA,NA,NA
2016,Lebanon,Middle East and North Africa,93,5.129,NA,5.031,5.227,2.07339,0.26228,1.12268,0.23693,0.76171,0.03061,0.64184,NA,NA,NA,NA,NA,NA,NA
2016,Portugal,West Europe,94,5.123,NA,5.03,5.216,1.53015,0.44727,1.27607,0.11691,0.79363,0.01521,0.94367,NA,NA,NA,NA,NA,NA,NA
2016,Macedonia,Central and East Europe,95,5.121,NA,5.017,5.225,2.08947,0.27668,1.0193,0.23507,0.64738,0.07047,0.78236000000000006,NA,NA,NA,NA,NA,NA,NA
2016,Vietnam,Southeast Asia,96,5.061,NA,4.991,5.131,1.9418,0.55954,0.74037,0.25075,0.66157,0.11556,0.79117,NA,NA,NA,NA,NA,NA,NA
2016,Somalia,Sub-Saharan Africa,97,5.057,NA,4.934,5.18,2.43801,0.3913,0.25558,0.51479,0.33108,0.36794,0.75862,NA,NA,NA,NA,NA,NA,NA
2016,Tunisia,Middle East and North Africa,98,5.045,NA,4.965,5.125,2.68413,0.23553,0.97724,0.03936,0.59577,0.0817,0.43165,NA,NA,NA,NA,NA,NA,NA
2016,Greece,West Europe,99,5.033,NA,4.935,5.131,2.1294400000000002,0.05822,1.24886,0,0.80029,0.04127,0.75473,NA,NA,NA,NA,NA,NA,NA
2016,Tajikistan,Central and East Europe,100,4.996,NA,4.923,5.069,2.39106,0.43408,0.48835,0.25998,0.53119,0.13509,0.75602,NA,NA,NA,NA,NA,NA,NA
2016,Mongolia,East Asia,101,4.907,NA,4.838,4.976,1.53586,0.35972,0.98853,0.34539,0.55469,0.03285,1.08983,NA,NA,NA,NA,NA,NA,NA
2016,Laos,Southeast Asia,102,4.876,NA,4.742,5.01,2.08637,0.52168,0.68042,0.43079,0.38291,0.22423,0.5497,NA,NA,NA,NA,NA,NA,NA
2016,Nigeria,Sub-Saharan Africa,103,4.875,NA,4.75,5,2.88586,0.27854,0.75216,0.23219,0.05108,0.0305,0.64498,NA,NA,NA,NA,NA,NA,NA
2016,Honduras,Latin America and Caribbean,104,4.871,NA,4.75,4.992,2.29551,0.26755,0.69429,0.2044,0.58383,0.06906,0.75596,NA,NA,NA,NA,NA,NA,NA
2016,Iran,Middle East and North Africa,105,4.813,NA,4.703,4.923,1.99817,0.22544,1.11758,0.38538,0.64232,0.0557,0.38857,NA,NA,NA,NA,NA,NA,NA
2016,Zambia,Sub-Saharan Africa,106,4.795,NA,4.645,4.945,2.58991,0.42662,0.61202,0.17866,0.23573,0.11479,0.6376,NA,NA,NA,NA,NA,NA,NA
2016,Nepal,South Asia,107,4.793,NA,4.698,4.888,2.32694,0.37012,0.44626,0.3816,0.50073,0.07008,0.69699,NA,NA,NA,NA,NA,NA,NA
2016,Palestinian Territories,Middle East and North Africa,108,4.754,NA,4.649,4.859,2.40364,0.17744,0.67024,0.11154,0.56844,0.10613,0.71629,NA,NA,NA,NA,NA,NA,NA
2016,Albania,Central and East Europe,109,4.655,NA,4.546,4.764,1.92816,0.31866,0.9553,0.1684,0.73007,0.05301,0.50163,NA,NA,NA,NA,NA,NA,NA
2016,Bangladesh,South Asia,110,4.643,NA,4.56,4.726,2.60904,0.39778,0.54177,0.19132,0.52989,0.12583,0.24749,NA,NA,NA,NA,NA,NA,NA
2016,Sierra Leone,Sub-Saharan Africa,111,4.635,NA,4.505,4.765,3.01402,0.30685,0.36485,0.23897,0,0.08196,0.628,NA,NA,NA,NA,NA,NA,NA
2016,Iraq,Middle East and North Africa,112,4.575,NA,4.446,4.704,1.81657,0.24856,1.07474,0.19589,0.51076,0.13636,0.59205,NA,NA,NA,NA,NA,NA,NA
2016,Namibia,Sub-Saharan Africa,113,4.574,NA,4.374,4.774,1.92198,0.48614,0.93287,0.07795,0.34745,0.10398,0.70362,NA,NA,NA,NA,NA,NA,NA
2016,Cameroon,Sub-Saharan Africa,114,4.513,NA,4.417,4.609,2.5198,0.42736,0.52497,0.2268,0.12698,0.06126,0.62542,NA,NA,NA,NA,NA,NA,NA
2016,Ethiopia,Sub-Saharan Africa,115,4.508,NA,4.425,4.591,2.65614,0.36703,0.29283,0.29522,0.34578,0.1717,0.37932,NA,NA,NA,NA,NA,NA,NA
2016,South Africa,Sub-Saharan Africa,116,4.459,NA,4.371,4.547,1.64227,0.42483,1.02416,0.13656,0.18611,0.08415,0.96053,NA,NA,NA,NA,NA,NA,NA
2016,Sri Lanka,South Asia,117,4.415,NA,4.322,4.508,0.91681,0.50817,0.97318,0.46978,0.62007,0.07964,0.84783,NA,NA,NA,NA,NA,NA,NA
2016,India,South Asia,118,4.404,NA,4.351,4.457,2.18032,0.40285,0.74036,0.25028,0.45091,0.08722,0.29247,NA,NA,NA,NA,NA,NA,NA
2016,Myanmar,Southeast Asia,119,4.395,NA,4.327,4.463,1.50655,0.42692,0.34112,0.81971,0.3988,0.20243,0.69981,NA,NA,NA,NA,NA,NA,NA
2016,Egypt,Middle East and North Africa,120,4.362,NA,4.259,4.465,1.96895,0.18847,0.95395,0.12706,0.52116,0.10393,0.49813,NA,NA,NA,NA,NA,NA,NA
2016,Armenia,Central and East Europe,121,4.36,NA,4.266,4.454,1.97864,0.14037,0.86086,0.07793,0.64083,0.03616,0.62477,NA,NA,NA,NA,NA,NA,NA
2016,Kenya,Sub-Saharan Africa,122,4.356,NA,4.259,4.453,1.88326,0.40576,0.52267,0.41328,0.30147,0.06686,0.7624,NA,NA,NA,NA,NA,NA,NA
2016,Ukraine,Central and East Europe,123,4.324,NA,4.236,4.412,1.50066,0.12859,0.87287,0.20363,0.58628,0.01829,1.01413,NA,NA,NA,NA,NA,NA,NA
2016,Ghana,Sub-Saharan Africa,124,4.276,NA,4.185,4.367,2.2002,0.40973,0.63107,0.21203,0.29681,0.0326,0.49353,NA,NA,NA,NA,NA,NA,NA
2016,Congo,Sub-Saharan Africa,125,4.272,NA,4.191,4.353,2.74924,0.15602,0.05661,0.25458,0.188,0.06075,0.80676,NA,NA,NA,NA,NA,NA,NA
2016,Georgia,Central and East Europe,126,4.252,NA,4.164,4.34,1.87031,0.32461,0.83792,0.06786,0.64035,0.3188,0.19249,NA,NA,NA,NA,NA,NA,NA
2016,Congo,Sub-Saharan Africa,127,4.236,NA,4.107,4.365,2.10681,0.37938,0.77109,0.12077,0.28212,0.09753,0.47799,NA,NA,NA,NA,NA,NA,NA
2016,Senegal,Sub-Saharan Africa,128,4.219,NA,4.151,4.287,1.97861,0.31056,0.44314,0.19103,0.40457,0.11681,0.77416,NA,NA,NA,NA,NA,NA,NA
2016,Bulgaria,Central and East Europe,129,4.217,NA,4.104,4.33,1.15377,0.21219,1.11306,0.12793,0.67806,0.00615,0.92542,NA,NA,NA,NA,NA,NA,NA
2016,Mauritania,Sub-Saharan Africa,130,4.201,NA,4.127,4.275,1.9263,0.1268,0.61391,0.22686,0.28639,0.17955,0.84142,NA,NA,NA,NA,NA,NA,NA
2016,Zimbabwe,Sub-Saharan Africa,131,4.193,NA,4.101,4.285,2.4427,0.25429,0.35041,0.18503,0.1595,0.08582,0.71478,NA,NA,NA,NA,NA,NA,NA
2016,Malawi,Sub-Saharan Africa,132,4.156,NA,4.041,4.271,2.82859,0.4143,0.08709,0.30968,0.29364,0.07564,0.147,NA,NA,NA,NA,NA,NA,NA
2016,Sudan,Sub-Saharan Africa,133,4.139,NA,3.928,4.35,2.10995,0,0.63069,0.18077,0.29759,0.10039,0.81928,NA,NA,NA,NA,NA,NA,NA
2016,Gabon,Sub-Saharan Africa,134,4.121,NA,4.03,4.212,1.45332,0.28098,1.15851,0.06244,0.3494,0.09314,0.72368,NA,NA,NA,NA,NA,NA,NA
2016,Mali,Sub-Saharan Africa,135,4.073,NA,3.988,4.158,2.11087,0.27544,0.31292,0.21064,0.16347,0.13647,0.86333,NA,NA,NA,NA,NA,NA,NA
2016,Haiti,Latin America and Caribbean,136,4.028,NA,3.893,4.163,2.37116,0.12072,0.34097,0.47958,0.27494,0.14476,0.29561,NA,NA,NA,NA,NA,NA,NA
2016,Botswana,Sub-Saharan Africa,137,3.974,NA,3.875,4.073,0.96741,0.44089,1.09426,0.12425,0.34752,0.10769,0.89186,NA,NA,NA,NA,NA,NA,NA
2016,Comoros,Sub-Saharan Africa,138,3.956,NA,3.86,4.052,2.25632,0.15412,0.27509,0.1827,0.29981,0.18437,0.60323,NA,NA,NA,NA,NA,NA,NA
2016,Ivory Coast,Sub-Saharan Africa,139,3.916,NA,3.826,4.006,1.97478,0.40663,0.55507,0.20338,0.04476,0.1553,0.57576,NA,NA,NA,NA,NA,NA,NA
2016,Cambodia,Southeast Asia,140,3.907,NA,3.798,4.016,1.31573,0.58852,0.55604,0.40339,0.42494,0.08092,0.5375,NA,NA,NA,NA,NA,NA,NA
2016,Angola,Sub-Saharan Africa,141,3.866,NA,3.753,3.979,2.09459,0.00589,0.84731,0.12071,0.04991,0.08434,0.66366,NA,NA,NA,NA,NA,NA,NA
2016,Niger,Sub-Saharan Africa,142,3.856,NA,3.781,3.931,2.09469,0.38041,0.1327,0.2097,0.26162,0.17176,0.6053,NA,NA,NA,NA,NA,NA,NA
2016,South Sudan,Sub-Saharan Africa,143,3.832,NA,3.596,4.068,2.50929,0.19662,0.39394,0.25899,0.15781,0.13015,0.18519,NA,NA,NA,NA,NA,NA,NA
2016,Chad,Sub-Saharan Africa,144,3.763,NA,3.672,3.854,2.30637,0.12807,0.42214,0.18667,0.03824,0.04952,0.63178,NA,NA,NA,NA,NA,NA,NA
